ObsArea_Code,Global_Standard,Plot_ID,EO_ID,LAT,LONG,Notes,Formation,Plots_Sname,ObsArea_Name,EcoRegionL3,ecoReg_ecoObs,date,N,Nnat,MeanC,NativeMeanC,FQI,NativeFQI,AdjFQI,PSI,CWMeanC,CWNativeMeanC,CWFQI,CWNativeFQI,CWAdjFQI,RelativeNativeCover,TotalNonNativeCover,TotalNativeCover,VMMI,relativeNativeMonocotCover,countTolerantSpecies,N.OLD.CoC,Nnat.OLD.CoC,MeanC.OLD.CoC,NativeMeanC.OLD.CoC,FQI.OLD.CoC,NativeFQI.OLD.CoC,AdjFQI.OLD.CoC,PSI.OLD.CoC,CWMeanC.OLD.CoC,CWNativeMeanC.OLD.CoC,CWFQI.OLD.CoC,CWNativeFQI.OLD.CoC,CWAdjFQI.OLD.CoC,RelativeNativeCover.OLD.CoC,TotalNonNativeCover.OLD.CoC,TotalNativeCover.OLD.CoC,VMMI.OLD.CoC,relativeNativeMonocotCover.OLD.CoC,countTolerantSpecies.OLD.CoC,SIZE_RATING_CD,CONDITION_RATING_CD,LAND_CONTEXT_RATING_CD,OVERALL_EO_RANK,ELEMENT_GLOBAL_ID,ELCODE,SCIENTIFIC_NAME,COLLOQUIAL_NAME,CONCATENATED_CD,CLASS_CODE,SUBCLASS_CODE,FORMATION_CODE,DIVISION_CODE,CLASS,SUBCLASS,FORMATION,DIVISION_KEY,DIVISION,MACROGROUP_KEY,MACROGROUP_NAME,GROUP_KEY,GROUP_NAME,ALLIANCE_KEY,ALLIANCE_NAME,SORT,TRANSLATED_NAME,COMMON_NAME
VT819,CEGL006046 ; CEGL006162,819,10250,43.699782,-73.388962,Map from merge shp,Northern Hardwood Forest,Transition Hardwood Limestone Forest,Cedar Mountain; plot #1; town of BENSON,1,83,7/13/2010,31,31,5.838709677,5.838709677,32.50855967,32.50855967,58.38709677,1.048663215,5.950842696,5.950842696,33.13288989,33.13288989,59.50842696,1,0,142.3999987,,,5,31,31,5.42,5.42,30.17,30.17,54.19,0.97,4.22,4.22,23.49,23.49,42.18,1,0,142.4,60.23,0,13,A,B,B,B,685836,CEGL006046,Acer saccharum - Quercus rubra / Hepatica nobilis var. obtusa Forest,Sugar Maple - Ash - Oak - Hickory Mesic Forest,1.B.2.Na.3.b,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M883,Appalachian-Interior-Northeastern Mesic Forest,G742,Appalachian-Allegheny Northern Hardwood - Conifer Forest,A3303,Quercus rubra - Acer saccharum - Betula lenta Forest Alliance,1.B.2.Na.3.bAppalachian-Interior-Northeastern Mesic ForestAppalachian-Allegheny Northern Hardwood - Conifer ForestQuercus rubra - Acer saccharum - Betula lenta Forest AllianceAcer saccharum - Quercus rubra / Hepatica nobilis var. obtusa Forest,Northern Red Oak - Sugar Maple - Sweet Birch Forest Alliance,Northern Red Oak - Sugar Maple - Sweet Birch Forest
VT452,CEGL006380,452,2020,44.711464,-72.444293,Map from Access; correction to mapping.,Northern Hardwood Forest,Hemlock-Red Spruce Forest (wet),Eden 5.1; Wild Branch WMA; town of EDEN,58,58,8/27/2003,46,46,5.043478261,5.043478261,34.20653383,34.20653383,50.43478261,0.743620301,5.12578288,5.12578288,34.76475091,34.76475091,51.2578288,1,0,191.5999989,,,13,46,46,4.61,4.61,31.26,31.26,46.09,0.68,4.5,4.5,30.55,30.55,45.04,1,0,191.6,52.96,0,26,0,0,0,AB,683857,CEGL006380,"Betula alleghaniensis - Acer rubrum - (Tsuga canadensis, Abies balsamea) / Osmunda cinnamomea Swamp Forest",Hardwood - Conifer Seepage Forest,1.B.3.Na.3.c,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G045,Laurentian-Acadian-Appalachian Acidic Swamp,A3416,Betula alleghaniensis - Tsuga canadensis Swamp Forest Alliance,"1.B.3.Na.3.cLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Acidic SwampBetula alleghaniensis - Tsuga canadensis Swamp Forest AllianceBetula alleghaniensis - Acer rubrum - (Tsuga canadensis, Abies balsamea) /",Yellow Birch - Eastern Hemlock Swamp Forest Alliance,Central Appalachian Hemlock - Hardwood Swamp Forest
VT444,CEGL006021,444,6919,44.557562,-73.224782,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Limestone Bluff Cedar-Pine Forest,Coates Island; town of COLCHESTER,1,83,9/5/2002,23,20,4.608695652,5.3,22.10252789,23.70232056,49.42275484,1.030535677,4.089316992,4.356343287,19.61167534,19.48215945,40.62311062,0.938704028,7.000000097,107.200002,,,8,23,20,4.13,4.75,19.81,21.24,44.29,0.92,3.44,3.66,16.5,16.39,34.17,0.94,7,107.2,49.88,0,14,C,B,C,C,687513,CEGL006021,Thuja occidentalis / Carex eburnea Forest,Limestone Bluff Northern White-cedar - Pine Forest,1.B.2.Na.6.e,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M159,Laurentian-Acadian Pine - Hardwood Forest & Woodland,G655,Laurentian-Acadian Limestone Woodland,A3296,Thuja occidentalis Limestone Woodland Alliance,1.B.2.Na.6.eLaurentian-Acadian Pine - Hardwood Forest & WoodlandLaurentian-Acadian Limestone WoodlandThuja occidentalis Limestone Woodland AllianceThuja occidentalis / Carex eburnea Forest,Northern White-cedar Limestone Woodland Alliance,Northern White-cedar Limestone Woodland
VT445,CEGL006021,445,6922,44.282102,-73.29815,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Limestone Bluff Cedar-Pine Forest,Garden Island; town of CHARLOTTE,1,83,9/19/2002,22,19,4.136363636,4.789473684,19.40126519,20.87683178,44.50955491,0.948946899,4.239766072,4.956054685,19.8862656,21.60294153,46.0576261,0.855472012,17.30000076,102.4000033,,,11,22,19,3.73,4.32,17.48,18.81,40.11,0.86,3.55,4.15,16.65,18.08,38.55,0.86,17.3,102.4,44.71,0,16,C,B,B,B,687513,CEGL006021,Thuja occidentalis / Carex eburnea Forest,Limestone Bluff Northern White-cedar - Pine Forest,1.B.2.Na.6.e,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M159,Laurentian-Acadian Pine - Hardwood Forest & Woodland,G655,Laurentian-Acadian Limestone Woodland,A3296,Thuja occidentalis Limestone Woodland Alliance,1.B.2.Na.6.eLaurentian-Acadian Pine - Hardwood Forest & WoodlandLaurentian-Acadian Limestone WoodlandThuja occidentalis Limestone Woodland AllianceThuja occidentalis / Carex eburnea Forest,Northern White-cedar Limestone Woodland Alliance,Northern White-cedar Limestone Woodland
VT446,CEGL006021,446,3011,44.239939,-73.307251,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Limestone Bluff Cedar-Pine Forest,Kingsland Bay; town of FERRISBURG,1,83,8/8/2002,23,21,5.260869565,5.761904762,25.2302441,26.40436472,55.05690638,1.148015857,5.247357297,5.258474579,25.16544154,24.0973578,50.24646442,0.997885835,0.200000003,94.40000165,,,7,23,20,4.57,5.25,21.89,23.48,48.96,1.02,4.46,4.48,21.4,20.02,41.75,1,0.3,94.3,54.23,0,12,B,A,B,A,687513,CEGL006021,Thuja occidentalis / Carex eburnea Forest,Limestone Bluff Northern White-cedar - Pine Forest,1.B.2.Na.6.e,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M159,Laurentian-Acadian Pine - Hardwood Forest & Woodland,G655,Laurentian-Acadian Limestone Woodland,A3296,Thuja occidentalis Limestone Woodland Alliance,1.B.2.Na.6.eLaurentian-Acadian Pine - Hardwood Forest & WoodlandLaurentian-Acadian Limestone WoodlandThuja occidentalis Limestone Woodland AllianceThuja occidentalis / Carex eburnea Forest,Northern White-cedar Limestone Woodland Alliance,Northern White-cedar Limestone Woodland
VT447,CEGL006021,447,3011,44.233997,-73.316139,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Limestone Bluff Cedar-Pine Forest,Grosse Point; town of FERRISBURG,1,83,9/13/2002,23,20,4.782608696,5.5,22.93658555,24.59674775,51.28776445,1.069423815,5.572510816,5.590662317,26.72482303,25.00220196,52.13319492,0.996753247,0.300000004,92.09999856,,,7,23,20,4.39,5.05,21.06,22.58,47.09,0.98,4.16,4.18,19.96,18.68,38.94,1,0.3,92.1,52.95,0,13,B,A,B,A,687513,CEGL006021,Thuja occidentalis / Carex eburnea Forest,Limestone Bluff Northern White-cedar - Pine Forest,1.B.2.Na.6.e,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M159,Laurentian-Acadian Pine - Hardwood Forest & Woodland,G655,Laurentian-Acadian Limestone Woodland,A3296,Thuja occidentalis Limestone Woodland Alliance,1.B.2.Na.6.eLaurentian-Acadian Pine - Hardwood Forest & WoodlandLaurentian-Acadian Limestone WoodlandThuja occidentalis Limestone Woodland AllianceThuja occidentalis / Carex eburnea Forest,Northern White-cedar Limestone Woodland Alliance,Northern White-cedar Limestone Woodland
VT448,CEGL006021,448,6944,44.61653,-73.352099,From NC EO,Oak-Pine-Northern Hardwood Forest,Limestone Bluff Cedar-Pine Forest,Providence Island; town of SOUTH HERO,83,83,8/15/2002,25,22,5.04,5.727272727,25.2,26.86329026,53.72658052,1.07453161,5.956947163,5.980353635,29.78473582,28.05034494,56.10068988,0.996086106,0.400000006,101.800003,,,7,25,22,4.32,4.91,21.6,23.03,46.05,0.92,4.05,4.06,20.23,19.06,38.11,1,0.4,101.8,52.73,0,14,B,C,B,B,687513,CEGL006021,Thuja occidentalis / Carex eburnea Forest,Limestone Bluff Northern White-cedar - Pine Forest,1.B.2.Na.6.e,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M159,Laurentian-Acadian Pine - Hardwood Forest & Woodland,G655,Laurentian-Acadian Limestone Woodland,A3296,Thuja occidentalis Limestone Woodland Alliance,1.B.2.Na.6.eLaurentian-Acadian Pine - Hardwood Forest & WoodlandLaurentian-Acadian Limestone WoodlandThuja occidentalis Limestone Woodland AllianceThuja occidentalis / Carex eburnea Forest,Northern White-cedar Limestone Woodland Alliance,Northern White-cedar Limestone Woodland
VT449,CEGL006021 ; CEGL005050,449,6009,44.82943,-73.346586,From NC EO,Oak-Pine-Northern Hardwood Forest,Limestone Bluff Cedar-Pine Forest,The Head; town of ISLE LA MOTTE,83,83,7/25/2002,42,37,4.857142857,5.513513514,31.47788339,33.53739341,51.74932152,0.798509367,5.804400968,5.832923823,37.61681759,35.48029047,54.74727678,0.995110024,0.600000009,122.100002,,,15,42,37,4.48,5.08,29.01,30.91,47.69,0.74,4.8,4.82,31.08,29.32,45.24,1,0.6,122.1,54.81,0,20,A,A,C,A,687513,CEGL006021,Thuja occidentalis / Carex eburnea Forest,Limestone Bluff Northern White-cedar - Pine Forest,1.B.2.Na.6.e,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M159,Laurentian-Acadian Pine - Hardwood Forest & Woodland,G655,Laurentian-Acadian Limestone Woodland,A3296,Thuja occidentalis Limestone Woodland Alliance,1.B.2.Na.6.eLaurentian-Acadian Pine - Hardwood Forest & WoodlandLaurentian-Acadian Limestone WoodlandThuja occidentalis Limestone Woodland AllianceThuja occidentalis / Carex eburnea Forest,Northern White-cedar Limestone Woodland Alliance,Northern White-cedar Limestone Woodland
VT552,CEGL006633,552,No EO,43.617825,-72.391562,Map from merge shp; no EO created,Oak-Pine-Northern Hardwood Forest,Oak Forest,Northern Hartland Lake,58,58,9/20/1995,26,26,4.615384615,4.615384615,23.53393622,23.53393622,46.15384615,0.905151393,4.645141453,4.645141453,23.68566691,23.68566691,46.45141453,1,0,162.6000028,,,10,26,26,4.65,4.65,23.73,23.73,46.54,0.91,4.2,4.2,21.44,21.44,42.04,1,0,162.6,55.14,0,13,,,,,933831,CEGL006633,Quercus rubra - Acer saccharum - Fagus grandifolia / Viburnum acerifolium Forest,Red Oak - Northern Hardwood Forest,1.B.2.Na.7.a,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M014,Laurentian-Acadian Mesic Hardwood - Conifer Forest,G743,Laurentian-Acadian Hardwood Forest,A3241,Quercus rubra - Acer saccharum Forest Alliance,1.B.2.Na.7.aLaurentian-Acadian Mesic Hardwood - Conifer ForestLaurentian-Acadian Hardwood ForestQuercus rubra - Acer saccharum Forest AllianceQuercus rubra - Acer saccharum - Fagus grandifolia / Viburnum acerifolium Forest,Northern Red Oak - Sugar Maple Forest Alliance,Red Oak - Northern Hardwood Forest
VT555,CEGL006301,555,No EO,43.733405,-72.415359,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Dry Oak-Hickory-Hophornbeam Forest,Lancaster Property; town of NORWICH,58,58,6/28/1996,50,47,4.82,5.127659574,34.08254685,35.15346295,49.71450407,0.703069259,5.241770715,5.308045977,37.06491618,36.39012982,51.46341513,0.987514188,1.100000001,87.00000001,,,13,50,47,4.68,4.98,33.09,34.13,48.27,0.68,5.24,5.31,37.05,36.37,51.44,0.99,1.1,87,56.6,0,22,,,,,687197,CEGL006301,"Quercus rubra - Carya (glabra, ovata) / Ostrya virginiana / Carex lucorum Forest",Oak - Hickory / Hophornbeam / Sedge Forest,1.B.2.Na.2.c,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G650,Northeastern Oak - Hickory Forest & Woodland,A2053,Quercus alba - Carya spp. - Fraxinus americana Forest Alliance,"1.B.2.Na.2.cAppalachian-Northeastern Oak - Hardwood - Pine Forest & WoodlandNortheastern Oak - Hickory Forest & WoodlandQuercus alba - Carya spp. - Fraxinus americana Forest AllianceQuercus rubra - Carya (glabra, ovata) / Ostrya virginiana / Carex lucorum",White Oak - Hickory species - White Ash Forest Alliance,Northeastern Oak - Hickory Forest
VT570,CEGL006301,570,No EO,43.158804,-73.095241,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Dry Limy Woods,Mount Equinox Deer Knoll; Mount Equinox; plot #1; town of MANCHESTER,58,58,6/9/1992,43,41,5.488372093,5.756097561,35.9896626,36.85700781,56.20640997,0.857139716,5.046482937,5.077814578,33.09200162,32.5138776,49.58319849,0.9938297,1.5,241.6000013,,,10,43,41,5.42,5.68,35.53,36.39,55.49,0.85,4.3,4.33,28.2,27.71,42.26,0.99,1.5,241.6,63.68,0,14,,,,,687197,CEGL006301,"Quercus rubra - Carya (glabra, ovata) / Ostrya virginiana / Carex lucorum Forest",Oak - Hickory / Hophornbeam / Sedge Forest,1.B.2.Na.2.c,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G650,Northeastern Oak - Hickory Forest & Woodland,A2053,Quercus alba - Carya spp. - Fraxinus americana Forest Alliance,"1.B.2.Na.2.cAppalachian-Northeastern Oak - Hardwood - Pine Forest & WoodlandNortheastern Oak - Hickory Forest & WoodlandQuercus alba - Carya spp. - Fraxinus americana Forest AllianceQuercus rubra - Carya (glabra, ovata) / Ostrya virginiana / Carex lucorum",White Oak - Hickory species - White Ash Forest Alliance,Northeastern Oak - Hickory Forest
VT716,CEGL006293,716,10700,43.11803,-72.772506,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Dry Red Oak-White Pine Forest,Ball Mountain; plot #1; town of JAMAICA,58,58,7/20/2011,19,19,4.631578947,4.631578947,20.18858458,20.18858458,46.31578947,1.062557083,3.810148733,3.810148733,16.60805329,16.60805329,38.10148733,1,0,114.3000002,,,7,19,19,4.58,4.58,19.96,19.96,45.79,1.05,4.03,4.03,17.57,17.57,40.31,1,0,114.3,52.78,0,12,A,A,A,A,688827,CEGL006293,"Pinus strobus - Quercus (rubra, velutina) - Fagus grandifolia Forest",Northeastern White Pine - Oak Forest,1.B.2.Na.2.a,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G015,Appalachian Oak / Chestnut Forest,A4128,Pinus strobus - Quercus alba Allegheny Forest & Woodland Alliance,"1.B.2.Na.2.aAppalachian-Northeastern Oak - Hardwood - Pine Forest & WoodlandAppalachian Oak / Chestnut ForestPinus strobus - Quercus alba Allegheny Forest & Woodland AlliancePinus strobus - Quercus (rubra, velutina) - Fagus grandifolia Forest",Eastern White Pine - White Oak Allegheny Forest & Woodland Alliance,Allegheny Eastern White Pine - White Oak Forest & Woodland
VT719,CEGL006134,719,11280,43.659426,-73.280933,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Dry Oak Forest,Great Ledge/Rattlesnake Ledge; plot #1; town of FAIR HAVEN,58,58,7/6/2012,20,20,5,5,22.36067977,22.36067977,50,1.118033989,5.178263743,5.178263743,23.15789947,23.15789947,51.78263743,1,0,150.8999999,,,6,20,20,4.95,4.95,22.14,22.14,49.5,1.11,4.75,4.75,21.22,21.22,47.46,1,0,150.9,56.38,0,9,A,B,A,A,686982,CEGL006134,Quercus rubra - (Quercus montana) / Vaccinium spp. / Deschampsia flexuosa Woodland,Red Oak / Heath Woodland Rocky Summit,1.B.2.Na.2.a,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G015,Appalachian Oak / Chestnut Forest,A0624,Quercus rubra - Quercus montana Woodland Alliance,1.B.2.Na.2.aAppalachian-Northeastern Oak - Hardwood - Pine Forest & WoodlandAppalachian Oak / Chestnut ForestQuercus rubra - Quercus montana Woodland AllianceQuercus rubra - (Quercus montana) / Vaccinium spp. / Deschampsia flexuosa Woodland,Northern Red Oak - Chestnut Oak Woodland Alliance,Northern Red Oak - Chestnut Oak Woodland
VT720,CEGL006301,720,1823,43.418746,-73.169556,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Dry Oak-Hickory-Hophornbeam Forest,Moosehorn Mountain; plot #1; town of WELLS,58,58,7/20/2012,21,21,5.095238095,5.095238095,23.34931426,23.34931426,50.95238095,1.111872107,4.858333328,4.858333328,22.26368023,22.26368023,48.58333328,1,0,192.0000004,,,5,21,21,5.14,5.14,23.57,23.57,51.43,1.12,4.71,4.71,21.6,21.6,47.12,1,0,192,58.13,0,8,B,A,A,A,687197,CEGL006301,"Quercus rubra - Carya (glabra, ovata) / Ostrya virginiana / Carex lucorum Forest",Oak - Hickory / Hophornbeam / Sedge Forest,1.B.2.Na.2.c,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G650,Northeastern Oak - Hickory Forest & Woodland,A2053,Quercus alba - Carya spp. - Fraxinus americana Forest Alliance,"1.B.2.Na.2.cAppalachian-Northeastern Oak - Hardwood - Pine Forest & WoodlandNortheastern Oak - Hickory Forest & WoodlandQuercus alba - Carya spp. - Fraxinus americana Forest AllianceQuercus rubra - Carya (glabra, ovata) / Ostrya virginiana / Carex lucorum",White Oak - Hickory species - White Ash Forest Alliance,Northeastern Oak - Hickory Forest
VT722,CEGL006293,722,6715,43.134499,-72.464743,Map from merge shp,Oak-Pine-Northern Hardwood Forest,White Pine-Red Oak-Black Oak Forest,Oak Hill; plot #1; town of ROCKINGHAM,58,58,5/28/2010,37,37,4.567567568,4.567567568,27.78342885,27.78342885,45.67567568,0.750903483,4.235227909,4.235227909,25.76188563,25.76188563,42.35227909,1,0,177.6999969,,,15,37,37,4.59,4.59,27.95,27.95,45.95,0.76,4.23,4.23,25.76,25.76,42.34,1,0,177.7,54.72,0,19,A,B,B,A,688827,CEGL006293,"Pinus strobus - Quercus (rubra, velutina) - Fagus grandifolia Forest",Northeastern White Pine - Oak Forest,1.B.2.Na.2.a,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G015,Appalachian Oak / Chestnut Forest,A4128,Pinus strobus - Quercus alba Allegheny Forest & Woodland Alliance,"1.B.2.Na.2.aAppalachian-Northeastern Oak - Hardwood - Pine Forest & WoodlandAppalachian Oak / Chestnut ForestPinus strobus - Quercus alba Allegheny Forest & Woodland AlliancePinus strobus - Quercus (rubra, velutina) - Fagus grandifolia Forest",Eastern White Pine - White Oak Allegheny Forest & Woodland Alliance,Allegheny Eastern White Pine - White Oak Forest & Woodland
VT724,CEGL006506,724,32153,42.731228,-72.561441,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Dry Oak Forest,Roaring Brook WMA; plot #1; town of VERNON,58,58,5/8/2013,27,27,4.703703704,4.703703704,24.4411614,24.4411614,47.03703704,0.9052282,3.855270995,3.855270995,20.03257572,20.03257572,38.55270995,1,0,167.8999983,,,8,27,27,4.85,4.85,25.21,25.21,48.52,0.93,4.11,4.11,21.36,21.36,41.1,1,0,167.9,56.93,0,12,A,A,B,AB,685756,CEGL006506,Quercus rubra - Acer rubrum - Betula spp. - Pinus strobus Ruderal Forest,Northeastern Ruderal Oak - Red Maple Forest,1.B.2.Na.90.a,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M013,Eastern North American Ruderal Forest,G030,Eastern North American Native Ruderal Forest,A3229,Acer rubrum - Prunus serotina - Pinus strobus Ruderal Forest Alliance,1.B.2.Na.90.aEastern North American Ruderal ForestEastern North American Native Ruderal ForestAcer rubrum - Prunus serotina - Pinus strobus Ruderal Forest AllianceQuercus rubra - Acer rubrum - Betula spp. - Pinus strobus Ruderal Forest,Red Maple - Black Cherry - Eastern White Pine Ruderal Forest Alliance,Northeastern Ruderal Conifer - Hardwood Forest
VT725,CEGL006328 ; CEGL006088,725,6730,42.73121,-72.546184,Map from merge shp,Oak-Pine-Northern Hardwood Forest,Temperate Hemlock Forest,Vernon Town Forest; plot #2; town of VERNON,58,58,5/8/2013,9,9,4.333333333,4.333333333,13,13,43.33333333,1.444444444,4.791374124,4.791374124,14.37412237,14.37412237,47.91374124,1,0,99.70000172,,,4,9,9,4,4,12,12,40,1.33,3.97,3.97,11.92,11.92,39.75,1,0,99.7,49.62,0,7,A,B,B,B,689294,CEGL006328,Pinus strobus - Tsuga canadensis Lower New England-Northern Piedmont Forest,Lower New England-Northern Piedmont White Pine - Hemlock Dry-Mesic Forest,1.B.2.Na.3.b,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M883,Appalachian-Interior-Northeastern Mesic Forest,G742,Appalachian-Allegheny Northern Hardwood - Conifer Forest,A3302,Tsuga canadensis - Betula lenta - Betula alleghaniensis Forest Alliance,1.B.2.Na.3.bAppalachian-Interior-Northeastern Mesic ForestAppalachian-Allegheny Northern Hardwood - Conifer ForestTsuga canadensis - Betula lenta - Betula alleghaniensis Forest AlliancePinus strobus - Tsuga canadensis Lower New England-Northern Piedmont F,Eastern Hemlock - Sweet Birch - Yellow Birch Forest Alliance,Central & Southern Appalachian Hemlock - Northern Hardwood Forest
VT726,CEGL006134,726,6109,43.940418,-73.090031,Map from merge shp; Soreson 2010 WP 157,Oak-Pine-Northern Hardwood Forest,Dry Oak Forest,Salisbury Town Forest; plot #2; town of SALISBURY,58,58,7/22/2010,31,31,4.741935484,4.741935484,26.4019794,26.4019794,47.41935484,0.851676755,3.958998941,3.958998941,22.04277321,22.04277321,39.58998941,1,0,187.7999973,,,10,31,31,4.68,4.68,26.04,26.04,46.77,0.84,3.6,3.6,20.03,20.03,35.97,1,0,187.8,56.34,0,14,A,A,A,A,686982,CEGL006134,Quercus rubra - (Quercus montana) / Vaccinium spp. / Deschampsia flexuosa Woodland,Red Oak / Heath Woodland Rocky Summit,1.B.2.Na.2.a,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G015,Appalachian Oak / Chestnut Forest,A0624,Quercus rubra - Quercus montana Woodland Alliance,1.B.2.Na.2.aAppalachian-Northeastern Oak - Hardwood - Pine Forest & WoodlandAppalachian Oak / Chestnut ForestQuercus rubra - Quercus montana Woodland AllianceQuercus rubra - (Quercus montana) / Vaccinium spp. / Deschampsia flexuosa Woodland,Northern Red Oak - Chestnut Oak Woodland Alliance,Northern Red Oak - Chestnut Oak Woodland
